stu_id,cls_id,sch_id,BROMP Observed?,variable,Who am I?,Random values for sorting,Rater Assigned,code,valence,note
stu_WPVZY01902,cls_YLGBO89611,sch_KACVP55227,,TST Respose 17,I like xbox,0.8793856,Frank,24,positive,
stu_MKGYA55892,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 8,phone,0.879441004,Frank,48,none,
stu_OIYXZ27717,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 15,I am someone who likes food,0.879697637,Frank,24,positive,
stu_XCKNQ66212,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 17,i'm 13 with alot of money,0.879698559,Frank,34,rich,
stu_XCKNQ66212,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 17,i'm 13 with alot of money,0.879698559,Frank,4,13,
stu_CTAZU65504,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 11,I have long curly hair,0.880207386,Frank,35,neutral,
stu_SBUBU63586,cls_OUKFK08724,sch_RSWHG50450,YES,TST Respose 16,i am a loving kid,0.880483976,Frank,45,positive,
stu_SBUBU63586,cls_OUKFK08724,sch_RSWHG50450,YES,TST Respose 16,i am a loving kid,0.880483976,Frank,4,child,
stu_FBWGP41232,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 6,"My favorite color is lilac, blue, and purple",0.880675209,Frank,24,positive,
stu_EUWJA76858,cls_HJQZF25095,sch_KACVP55227,YES,TST Respose 8,I like talking to my friends.,0.880722484,Frank,24,positive,
stu_EUWJA76858,cls_HJQZF25095,sch_KACVP55227,YES,TST Respose 8,I like talking to my friends.,0.880722484,Frank,10,positive,
stu_KJOZZ30475,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 8,I have glasses.,0.692731188,Frank,35,neutral,
stu_JPMJO86637,cls_YFPVJ06178,sch_KACVP55227,YES,TST Respose 18,I love my step brother.,0.881064617,Frank,24,positive,
stu_JPMJO86637,cls_YFPVJ06178,sch_KACVP55227,YES,TST Respose 18,I love my step brother.,0.881064617,Frank,12,positive,
stu_WWNBY52737,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 4,I am a clarinetist.,0.882459213,Frank,26,neutral,
stu_CPAQO78519,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 19,I am someone that plays video games,0.882610554,Frank,28,neutral,
stu_PSHPN85751,cls_SYHWK05211,sch_KACVP55227,,TST Respose 19,bye,0.88309847,Frank,48,none,
stu_WBAVA84528,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 6,i like napz,0.883155779,Frank,24,positive,
stu_CAGAM03126,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 20,I am a girl.,0.883197625,Frank,2,girl,
stu_VNSDU81090,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 12,i have friends,0.883264361,Frank,10,positive,
stu_BDAZF88230,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 10,I am a curious person,0.883475499,Frank,45,positive,
stu_BDAZF88230,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 10,I am a curious person,0.883475499,Frank,21,none,
stu_TRKWP48352,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 17,I am a person who likes perfume,0.884101994,Frank,30,positive,
stu_TRKWP48352,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 17,I am a person who likes perfume,0.884101994,Frank,21,none,
stu_OMSFY97090,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 20,im a students,0.884274043,Frank,14,neutral,
stu_FNVBP19615,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 12,I feel like I only have a good support system sometimes.,0.884534476,Frank,47,neutral,
stu_LDUML32113,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 11,nonchalant,0.885228987,Frank,42,neutral,
stu_CJHBB29429,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 5,I AM a person that likes to talk,0.885507023,Frank,44,positive,
stu_CJHBB29429,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 5,I AM a person that likes to talk,0.885507023,Frank,21,none,
stu_CJHBB29429,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 5,I AM a person that likes to talk,0.885507023,Frank,24,positive,
stu_MTCIM85775,cls_TNHXN45809,sch_RSWHG50450,,TST Respose 8,I am talented,0.885699894,Frank,43,positive,
stu_SJXEZ38047,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 11,I have 3 brothers n 4 sisters .,0.88581968,Frank,12,neutral,
stu_FPTDO32773,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 15,a smart person sometimes,0.886023761,Frank,43,positive,
stu_FPTDO32773,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 15,a smart person sometimes,0.886023761,Frank,21,none,
stu_MYCLF44200,cls_UZFMO35109,sch_QQLIR33891,,TST Respose 8,I sit next to [FIRST NAME].,0.886580529,Frank,47,neutral,
stu_QOGPO20181,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 1,l'm a girl,0.886785671,Frank,2,girl,
stu_PUHUL75671,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 2,8th grader,0.887067428,Frank,22,eighthgrader,
stu_PUHUL75671,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 2,8th grader,0.887067428,Frank,4,child,
stu_PUHUL75671,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 2,8th grader,0.887067428,Frank,14,neutral,
stu_XHPVX80161,cls_TNHXN45809,sch_RSWHG50450,,TST Respose 3,I am a basketball player,0.88726859,Frank,29,neutral,
stu_MYCLF44200,cls_UZFMO35109,sch_QQLIR33891,,TST Respose 12,I love God.,0.887620827,Frank,24,positive,
stu_MYCLF44200,cls_UZFMO35109,sch_QQLIR33891,,TST Respose 12,I love God.,0.887620827,Frank,23,god,
stu_DUOEM76163,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 20,I'm the smartest person in my family,0.887693463,Frank,43,positive,
stu_DUOEM76163,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 20,I'm the smartest person in my family,0.887693463,Frank,12,neutral,
stu_DUOEM76163,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 20,I'm the smartest person in my family,0.887693463,Frank,21,none,
stu_SAOLH99639,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 17,i went to [SCHOOL],0.887910829,Frank,14,neutral,
stu_CULOH75877,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 11,I am trustworthy,0.888963529,Frank,43,positive,
stu_QACJQ31561,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 20,i like bracelets,0.888965485,Frank,30,positive,
stu_QACJQ31561,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 20,i like bracelets,0.888965485,Frank,24,positive,
stu_TFTDG28078,cls_IZNZG32572,sch_KACVP55227,YES,TST Respose 10,someone responsible,0.889183951,Frank,43,positive,
stu_SELBD60428,cls_AJBUO63250,sch_KACVP55227,,TST Respose 18,student,0.889287106,Frank,14,neutral,
stu_SIWRL23181,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 9,i am a good daughter,0.889287974,Frank,40,positive,
stu_SIWRL23181,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 9,i am a good daughter,0.889287974,Frank,2,girl,
stu_SIWRL23181,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 9,i am a good daughter,0.889287974,Frank,12,neutral,
stu_JVLXZ63894,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 17,[SCHOOL NAME MASCOT],0.889541238,Frank,14,neutral,
stu_PUHUL75671,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 3,African American/White,0.889654246,Frank,6,white and african american,
stu_STIXI97047,cls_CXLDP17094,sch_KACVP55227,,TST Respose 13,I am [FIRST NAME].,0.890210131,Frank,5,none,
stu_PYEUW09959,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 13,I like to try new foods,0.891384095,Frank,24,positive,
stu_QHOON52054,cls_MCLLA54915,sch_KACVP55227,YES,TST Respose 4,I am 13 years old,0.891385477,Frank,4,13,
stu_TRKWP48352,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 10,I am someone a person who like flag football,0.891465822,Frank,29,positive,
stu_TRKWP48352,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 10,I am someone a person who like flag football,0.891465822,Frank,21,none,
stu_TRKWP48352,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 10,I am someone a person who like flag football,0.891465822,Frank,24,positive,
stu_EJIML93711,cls_AJBUO63250,sch_KACVP55227,,TST Respose 6,I like money,0.891480707,Frank,24,positive,
stu_FUILC09238,cls_HEBLM24075,sch_KACVP55227,,TST Respose 14,i like social studies,0.89148073,Frank,25,positive,
stu_FUILC09238,cls_HEBLM24075,sch_KACVP55227,,TST Respose 14,i like social studies,0.89148073,Frank,24,positive,
stu_YNVPH88845,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 17,I like volleyball,0.891490486,Frank,29,positive,
stu_YNVPH88845,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 17,I like volleyball,0.891490486,Frank,24,positive,
stu_SQLXP95993,cls_MFUGV02425,sch_QQLIR33891,,TST Respose 7,I do things on my own time,0.891515848,Frank,48,none,
stu_MXNSB23169,cls_HJQZF25095,sch_KACVP55227,,TST Respose 20,I like your mom.,0.89202307,Frank,24,positive,
stu_TDURA35752,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 14,I am a good person,0.892802529,Frank,40,positive,
stu_TDURA35752,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 14,I am a good person,0.892802529,Frank,21,none,
stu_ROULI02103,cls_SLKYU63739,sch_QQLIR33891,YES,TST Respose 9,im funny,0.893009469,Frank,44,positive,
stu_IGWBR81023,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 3,i am cape verdean,0.893011837,Frank,7,cape verdean,
stu_KOIIB68446,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 16,I have braces,0.893307312,Frank,35,neutral,
stu_UTXBZ05806,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 12,i am a BOY,0.893408848,Frank,2,boy,
stu_VKCWY07846,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 3,im Puerto Rican,0.89388341,Frank,7,puerto rican,
stu_WYTLH51489,cls_AJBUO63250,sch_KACVP55227,YES,TST Respose 6,I like to play video games,0.893892497,Frank,28,positive,
stu_WYTLH51489,cls_AJBUO63250,sch_KACVP55227,YES,TST Respose 6,I like to play video games,0.893892497,Frank,24,positive,
stu_CPAQO78519,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 4,I am someone who funny,0.894006623,Frank,44,positive,
stu_OFAWH83528,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 5,i like to watch sss,0.894228664,Frank,27,positive,
stu_OFAWH83528,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 5,i like to watch sss,0.894228664,Frank,24,positive,
stu_CAGAM03126,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 5,I am a trilingual person.,0.894402556,Frank,25,neutral,
stu_CAGAM03126,cls_HOJKW39162,sch_KACVP55227,YES,TST Respose 5,I am a trilingual person.,0.894402556,Frank,22,trilingual,
stu_TSQUQ54202,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 11,I speak English.,0.894413704,Frank,25,neutral,
stu_TSQUQ54202,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 11,I speak English.,0.894413704,Frank,22,speaksenglish,
stu_WPVZY01902,cls_YLGBO89611,sch_KACVP55227,,TST Respose 14,I likie play dough,0.894753302,Frank,24,positive,
stu_SOWGI28002,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 1,I am someone who likes the color cherry red,0.89488741,Frank,24,positive,
stu_EUWJA76858,cls_HJQZF25095,sch_KACVP55227,YES,TST Respose 19,I like gym class.,0.894912254,Frank,29,positive,
stu_EUWJA76858,cls_HJQZF25095,sch_KACVP55227,YES,TST Respose 19,I like gym class.,0.894912254,Frank,14,neutral,
stu_EUWJA76858,cls_HJQZF25095,sch_KACVP55227,YES,TST Respose 19,I like gym class.,0.894912254,Frank,24,positive,
stu_LNFOE66635,cls_AJBUO63250,sch_KACVP55227,YES,TST Respose 12,nice friend,0.894932867,Frank,44,positive,
stu_LNFOE66635,cls_AJBUO63250,sch_KACVP55227,YES,TST Respose 12,nice friend,0.894932867,Frank,10,positive,
stu_YXJEP22115,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 14,I am good at track,0.895304028,Frank,29,positive,
stu_BCRYB29652,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 9,I'm like game,0.895401208,Frank,28,positive,
stu_BCRYB29652,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 9,I'm like game,0.895401208,Frank,24,positive,
stu_VTRUH97046,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 12,My birthday is [DATE],0.895650127,Frank,22,birthday,
stu_WQGUY90279,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 9,I like going outside,0.895787615,Frank,31,positive,
stu_WQGUY90279,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 9,I like going outside,0.895787615,Frank,24,positive,
stu_KOIIB68446,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 8,In like eating takis,0.895886204,Frank,24,positive,
stu_XKMAG80800,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 17,I am a mothers son.,0.89591471,Frank,12,neutral,
stu_XKMAG80800,cls_TNHXN45809,sch_RSWHG50450,YES,TST Respose 17,I am a mothers son.,0.89591471,Frank,2,boy,
stu_ZUARE93356,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 14,I like to travel,0.896220963,Frank,31,positive,
stu_ZUARE93356,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 14,I like to travel,0.896220963,Frank,24,positive,
stu_VFKRH03938,cls_SLKYU63739,sch_QQLIR33891,,TST Respose 20,i love my phone,0.896662196,Frank,27,positive,
stu_VFKRH03938,cls_SLKYU63739,sch_QQLIR33891,,TST Respose 20,i love my phone,0.896662196,Frank,24,positive,
stu_LTSJK02079,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 6,My favorite number is 1,0.896693012,Frank,24,positive,
stu_JOKOV89559,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 13,I am someone who loves being annoying to my sister,0.896766251,Frank,24,positive,
stu_JOKOV89559,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 13,I am someone who loves being annoying to my sister,0.896766251,Frank,12,positive,
stu_MXNSF14478,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 2,I like the color grey and rose,0.896828685,Frank,24,positive,
stu_KFYJM61476,cls_SYHWK05211,sch_KACVP55227,YES,TST Respose 18,My favorite animal is a snake.,0.897053963,Frank,24,positive,
stu_VUNQZ79892,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 7,im a hardworker,0.897200992,Frank,41,positive,
stu_DKGHS98193,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 17,my fav subject in skl is gym,0.897209257,Frank,29,positive,
stu_DKGHS98193,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 17,my fav subject in skl is gym,0.897209257,Frank,14,neutral,
stu_DKGHS98193,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 17,my fav subject in skl is gym,0.897209257,Frank,24,positive,
stu_UAFAK64772,cls_AJBUO63250,sch_KACVP55227,YES,TST Respose 1,A girl,0.897213939,Frank,2,girl,
stu_ZARRQ26344,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 2,i am 12 year old,0.897558943,Frank,4,12,
stu_VKCWY07846,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 11,i am 12,0.898049153,Frank,4,12,
stu_CQRFU18177,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 19,I like coloring,0.898118678,Frank,26,positive,
stu_CQRFU18177,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 19,I like coloring,0.898118678,Frank,24,positive,
stu_CQRFU18177,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 8,I don't like when someone is being mean to me,0.898141149,Frank,44,negative,
stu_CQRFU18177,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 8,I don't like when someone is being mean to me,0.898141149,Frank,24,negative,
stu_SOWGI28002,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 9,I am someone who loves to learn german,0.898314404,Frank,25,positive,
stu_SOWGI28002,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 9,I am someone who loves to learn german,0.898314404,Frank,24,positive,
stu_VQFBG95862,cls_USLPT75423,sch_QQLIR33891,,TST Respose 4,i am a kind person,0.898417098,Frank,44,positive,
stu_VQFBG95862,cls_USLPT75423,sch_QQLIR33891,,TST Respose 4,i am a kind person,0.898417098,Frank,21,none,
stu_UTXBZ05806,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 6,i am someone who likes real Madrid the team in soccer.,0.898483871,Frank,24,positive,
stu_QHOON52054,cls_MCLLA54915,sch_KACVP55227,YES,TST Respose 10,I am loved by a bunch of people,0.898536048,Frank,46,positive,
stu_LKAAV41369,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 8,I like singing,0.898716882,Frank,26,positive,
stu_LKAAV41369,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 8,I like singing,0.898716882,Frank,24,positive,
stu_VOXTG50835,cls_NUSEI70378,sch_KACVP55227,,TST Respose 3,I sturggle with math,0.899126075,Frank,25,negative,
stu_SBUBU63586,cls_OUKFK08724,sch_RSWHG50450,YES,TST Respose 12,i am cool,0.899405805,Frank,46,positive,
stu_UAFAK64772,cls_AJBUO63250,sch_KACVP55227,YES,TST Respose 3,tall,0.90061514,Frank,35,neutral,
stu_DUOEM76163,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 17,I like Starwars,0.900901559,Frank,24,positive,
stu_FSPCV10901,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 12,I have black hair.,0.901105153,Frank,35,neutral,
stu_MKGYA55892,cls_MMBNN48363,sch_QQLIR33891,,TST Respose 2,a teeneger,0.90131629,Frank,22,teenager,
stu_BCRYB29652,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 1,I am a boy,0.901478692,Frank,2,boy,
stu_CDGKD03653,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 4,i play fortnite,0.901501734,Frank,28,neutral,
stu_VFKRH03938,cls_SLKYU63739,sch_QQLIR33891,,TST Respose 18,i love nice views,0.901592485,Frank,24,positive,
stu_XCKNQ66212,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 8,i'm straight,0.901826046,Frank,3,straight,
stu_SJNFF34466,cls_OSSJA45538,sch_KACVP55227,,TST Respose 7,i have a sister and twin,0.902125781,Frank,12,neutral,
stu_FHADA27602,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 5,i am a student at [SCHOOL NAME].,0.902647494,Frank,14,neutral,
stu_ZARRQ26344,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 18,I like strawberry ice cream,0.902702344,Frank,24,positive,
stu_OQLOS45541,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 10,I am bilingual.,0.902796058,Frank,25,neutral,
stu_OQLOS45541,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 10,I am bilingual.,0.902796058,Frank,22,bilingual,
stu_KWLPL21630,cls_SIVDJ49041,sch_KACVP55227,,TST Respose 14,I like braid in my hair but with only my natural hair.,0.902890184,Frank,30,positive,
stu_KWLPL21630,cls_SIVDJ49041,sch_KACVP55227,,TST Respose 14,I like braid in my hair but with only my natural hair.,0.902890184,Frank,24,positive,
stu_BJJXN95776,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 12,I am in [SCHOOL NAME] junior honors society,0.90323263,Frank,43,positive,
stu_BJJXN95776,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 12,I am in [SCHOOL NAME] junior honors society,0.90323263,Frank,14,positive,
stu_IIOVZ06372,cls_HJQZF25095,sch_KACVP55227,YES,TST Respose 13,I dont really like school,0.903259555,Frank,25,negative,
stu_IIOVZ06372,cls_HJQZF25095,sch_KACVP55227,YES,TST Respose 13,I dont really like school,0.903259555,Frank,24,negative,
stu_YXBHV58732,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 16,I like,0.903475689,Frank,48,none,
stu_SJXEZ38047,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 4,I like track,0.90350455,Frank,29,positive,
stu_SJXEZ38047,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 4,I like track,0.90350455,Frank,24,positive,
stu_PJCOJ15115,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 3,I am a athlete,0.903993941,Frank,29,neutral,
stu_CWQDV67579,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 4,I am short,0.904147832,Frank,35,neutral,
stu_MZIVN56293,cls_HEZZN95002,sch_QQLIR33891,,TST Respose 16,i was in bachwe,0.904187846,Frank,48,none,
stu_IKUOQ66846,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 17,I like walk,0.904485698,Frank,24,positive,
stu_NYHDW07721,cls_CIIPB03795,sch_RSWHG50450,,TST Respose 1,[FIRST LAST NAME],0.90454651,Frank,5,none,
stu_DERZZ01872,cls_GIJEF48865,sch_KACVP55227,,TST Respose 17,I like math games,0.905246005,Frank,25,positive,
stu_DERZZ01872,cls_GIJEF48865,sch_KACVP55227,,TST Respose 17,I like math games,0.905246005,Frank,24,positive,
stu_AHWRN95528,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 6,I am someone who likes lasagna,0.905270768,Frank,24,positive,
stu_VGJIS59600,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 10,I really like to eat sweets,0.905628186,Frank,24,positive,
stu_NMWSA27732,cls_UZFMO35109,sch_QQLIR33891,,TST Respose 4,"I was born in brasil, Sao paulo",0.906148287,Frank,7,brazilian,
stu_XUDYN03051,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 4,I like to play video games,0.906559278,Frank,28,positive,
stu_XUDYN03051,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 4,I like to play video games,0.906559278,Frank,24,positive,
stu_PUNZK45438,cls_SLKYU63739,sch_QQLIR33891,YES,TST Respose 19,i like to do team work,0.906578376,Frank,24,positive,
stu_UTXBZ05806,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 9,and i was born at [DATE],0.906669149,Frank,48,none,
stu_KCDEU07486,cls_JWHPH41004,sch_QQLIR33891,YES,TST Respose 2,I wear glasses,0.906679568,Frank,35,neutral,
stu_JOVOI38701,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 18,I am someone who likes steak.,0.906947884,Frank,24,positive,
stu_WYTLH51489,cls_AJBUO63250,sch_KACVP55227,YES,TST Respose 10,I'm an organized person,0.907181951,Frank,42,positive,
stu_WYTLH51489,cls_AJBUO63250,sch_KACVP55227,YES,TST Respose 10,I'm an organized person,0.907181951,Frank,21,none,
stu_IGWBR81023,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 14,my favorite subject is english,0.907272537,Frank,25,positive,
stu_IGWBR81023,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 14,my favorite subject is english,0.907272537,Frank,14,neutal,
stu_IGWBR81023,cls_DLRQP13887,sch_QQLIR33891,,TST Respose 14,my favorite subject is english,0.907272537,Frank,24,positive,
stu_SJXEZ38047,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 5,My favorite color is pink n gold,0.907273451,Frank,24,positive,
stu_ANQAT24428,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 3,somebody who is a younger sister,0.907490407,Frank,12,neutral,
stu_ANQAT24428,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 3,somebody who is a younger sister,0.907490407,Frank,2,girl,
stu_FBWGP41232,cls_JYBSH30995,sch_QQLIR33891,,TST Respose 18,I'm really tired,0.907679822,Frank,47,negative,
stu_LNFOE66635,cls_AJBUO63250,sch_KACVP55227,YES,TST Respose 19,i challenge my self,0.907688406,Frank,41,positive,
stu_WBAVA84528,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 8,i like the taco bell mountain dew baja blast,0.908126948,Frank,24,positive,
stu_THKBG93560,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 15,I'm in 6th. Grade,0.908199302,Frank,22,sixthgrader,
stu_THKBG93560,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 15,I'm in 6th. Grade,0.908199302,Frank,4,child,
stu_THKBG93560,cls_OUMSN73782,sch_QQLIR33891,YES,TST Respose 15,I'm in 6th. Grade,0.908199302,Frank,14,neutral,
stu_MIJEQ06664,cls_MAEBK64434,sch_QQLIR33891,,TST Respose 3,I am kind,0.908373739,Frank,44,positive,
stu_FQKSK24193,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 9,i like playing stuff in school,0.908553366,Frank,44,positive,
stu_FQKSK24193,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 9,i like playing stuff in school,0.908553366,Frank,14,neutal,
stu_FQKSK24193,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 9,i like playing stuff in school,0.908553366,Frank,24,positive,
stu_WBAVA84528,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 15,i like going to the store,0.908590897,Frank,31,positive,
stu_WBAVA84528,cls_AVBRA70624,sch_KACVP55227,YES,TST Respose 15,i like going to the store,0.908590897,Frank,24,positive,
stu_YXBHV58732,cls_VFZRA31361,sch_KACVP55227,YES,TST Respose 18,I like the school bus,0.909123125,Frank,24,positive,
stu_IKUOQ66846,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 15,I try my hard in every thing,0.909426398,Frank,41,positive,
stu_RDPGG44681,cls_ZLIZG21375,sch_RSWHG50450,,TST Respose 7,I love dogs,0.909540922,Frank,24,positive,
stu_NRKZA72454,cls_MCLLA54915,sch_KACVP55227,YES,TST Respose 15,I only like some of my teachers.,0.909743596,Frank,26,positive,
stu_NRKZA72454,cls_MCLLA54915,sch_KACVP55227,YES,TST Respose 15,I only like some of my teachers.,0.909743596,Frank,24,positive,
stu_DZJHT48666,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 6,I like to draw,0.910358941,Frank,26,positive,
stu_DZJHT48666,cls_FXSNE83092,sch_QQLIR33891,,TST Respose 6,I like to draw,0.910358941,Frank,24,positive,
stu_TYPZX10676,cls_YLGBO89611,sch_KACVP55227,,TST Respose 2,I like to play games,0.910396571,Frank,28,positive,
stu_TYPZX10676,cls_YLGBO89611,sch_KACVP55227,,TST Respose 2,I like to play games,0.910396571,Frank,24,positive,
stu_OFAWH83528,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 10,i like to do flips,0.910495165,Frank,29,positive,
stu_OFAWH83528,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 10,i like to do flips,0.910495165,Frank,24,positive,
stu_KCDEU07486,cls_JWHPH41004,sch_QQLIR33891,YES,TST Respose 11,I am the middle child,0.910561376,Frank,12,neutral,
stu_KCDEU07486,cls_JWHPH41004,sch_QQLIR33891,YES,TST Respose 11,I am the middle child,0.910561376,Frank,4,child,
stu_IKUOQ66846,cls_USLPT75423,sch_QQLIR33891,YES,TST Respose 10,trustworthy,0.91062458,Frank,43,positive,
stu_LJAAE92948,cls_ERQJB18593,sch_QQLIR33891,YES,TST Respose 10,My favorite color is blue,0.910736884,Frank,24,positive,
stu_ANAWT41929,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 18,I love getting new hairstyle,0.910814138,Frank,30,positive,
stu_ANAWT41929,cls_CIIPB03795,sch_RSWHG50450,YES,TST Respose 18,I love getting new hairstyle,0.910814138,Frank,24,positive,
stu_WXAMH04104,cls_FBBRP25979,sch_QQLIR33891,,TST Respose 15,i have 3 sisters,0.911160887,Frank,12,neutral,
