answer rank,anon_stu_id,Who am I?,random values for sorting,code,valence,coder,note
3,stu_UZEQK9449D,Haitian,0.057087472,7,haitian,used for IRR check,
4,stu_UZEQK9449D,kind,0.25515078399999996,44,positive,frank,
5,stu_UZEQK9449D,loving,0.6850350540000001,44,positive,clara,
6,stu_UZEQK9449D,smart,0.5885750439999999,43,positive,clara,
7,stu_UZEQK9449D,caring,0.073627187,44,positive,used for IRR check,
8,stu_UZEQK9449D,loyal,0.9759684470000001,40,positive,clara,
9,stu_UZEQK9449D,A human,0.623637648,21,none,clara,
10,stu_UZEQK9449D,I like to paly basketball,0.259330501,29,positive,frank,
10,stu_UZEQK9449D,I like to paly basketball,0.259330501,24,positive,frank,
11,stu_UZEQK9449D,I like video games,0.036927311000000004,28,positive,used for IRR check,
11,stu_UZEQK9449D,I like video games,0.036927311000000004,24,positive,used for IRR check,
12,stu_UZEQK9449D,I like Ice cream,0.284410267,24,positive,frank,
13,stu_UZEQK9449D,I like fried chicken,0.91605933,24,positive,clara,
14,stu_UZEQK9449D,I like cars,0.570695461,24,positive,clara,
15,stu_UZEQK9449D,I like to play with friend,0.551238751,31,positive,clara,
15,stu_UZEQK9449D,I like to play with friend,0.551238751,10,positive,clara,
15,stu_UZEQK9449D,I like to play with friend,0.551238751,24,positive,clara,
16,stu_UZEQK9449D,I have 26 friends,0.262883506,10,neutral,frank,
17,stu_UZEQK9449D,I am from Hati,0.364088684,7,haitian,frank,
18,stu_UZEQK9449D,I like to play soccer,0.68833732,29,positive,clara,
18,stu_UZEQK9449D,I like to play soccer,0.68833732,24,positive,clara,
19,stu_UZEQK9449D,I like to play football,0.9994803059999999,29,positive,clara,
19,stu_UZEQK9449D,I like to play football,0.9994803059999999,24,positive,clara,
20,stu_UZEQK9449D,I like to play with frisbes,0.759790655,29,positive,clara,
20,stu_UZEQK9449D,I like to play with frisbes,0.759790655,24,positive,clara,
1,stu_UZPVQ3560H,i am a 11 year old girl,0.8049969370000001,4,11,clara,
1,stu_UZPVQ3560H,i am a 11 year old girl,0.8049969370000001,2,girl,clara,
2,stu_UZPVQ3560H,i am a black african and amrican,0.064922881,7,africanandamerican,used for IRR check,
2,stu_UZPVQ3560H,i am a black african and amrican,0.064922881,6,black,used for IRR check,
3,stu_UZPVQ3560H,i am cape verdean,0.586358492,7,cape verdean,clara,
4,stu_UZPVQ3560H,my name is [student first name],0.5228313960000001,5,none,frank,
5,stu_UZPVQ3560H,i am a student at [school name] middle school,0.155055097,22,middleschooler,frank,
5,stu_UZPVQ3560H,i am a student at [school name] middle school,0.155055097,14,neutral,frank,
6,stu_UZPVQ3560H,i am a girl that loves to do sports,0.5920863989999999,29,positive,clara,
6,stu_UZPVQ3560H,i am a girl that loves to do sports,0.5920863989999999,2,girl,clara,
6,stu_UZPVQ3560H,i am a girl that loves to do sports,0.5920863989999999,24,positive,clara,
7,stu_UZPVQ3560H,i am a girl that loves english class,0.142669928,25,positive,frank,
7,stu_UZPVQ3560H,i am a girl that loves english class,0.142669928,2,girl,frank,
7,stu_UZPVQ3560H,i am a girl that loves english class,0.142669928,24,positive,frank,
8,stu_UZPVQ3560H,i am a girl that loves soccer,0.204563578,24,positive,frank,
8,stu_UZPVQ3560H,i am a girl that loves soccer,0.204563578,2,girl,frank,
9,stu_UZPVQ3560H,i am a girl that's bad at math,0.9439495990000001,25,negative,clara,
9,stu_UZPVQ3560H,i am a girl that's bad at math,0.9439495990000001,2,girl,clara,
9,stu_UZPVQ3560H,i am a girl that's bad at math,0.9439495990000001,14,negative,clara,
10,stu_UZPVQ3560H,i am a girl that has 2 sibilings,0.725266372,12,neutral,clara,
10,stu_UZPVQ3560H,i am a girl that has 2 sibilings,0.725266372,2,girl,clara,
11,stu_UZPVQ3560H,i am a girl that has an annoying cousin named [first name] in my class,0.643092631,12,negative,clara,
11,stu_UZPVQ3560H,i am a girl that has an annoying cousin named [first name] in my class,0.643092631,2,girl,clara,
12,stu_UZPVQ3560H,i am a girl that loves new born babys,0.669279097,24,positive,clara,
12,stu_UZPVQ3560H,i am a girl that loves new born babys,0.669279097,2,girl,clara,
13,stu_UZPVQ3560H,i am a girl that lloves to babysit,0.158555219,24,positive,frank,
13,stu_UZPVQ3560H,i am a girl that lloves to babysit,0.158555219,2,girl,frank,
14,stu_UZPVQ3560H,i am a girl that has a crush,0.43765776100000003,47,neutral,frank,
14,stu_UZPVQ3560H,i am a girl that has a crush,0.43765776100000003,2,girl,frank,
15,stu_UZPVQ3560H,i am a girl that struggles in class sometimes,0.720465268,25,negative,clara,
15,stu_UZPVQ3560H,i am a girl that struggles in class sometimes,0.720465268,2,girl,clara,
15,stu_UZPVQ3560H,i am a girl that struggles in class sometimes,0.720465268,14,negative,clara,
16,stu_UZPVQ3560H,i am a girl that loves drawing,0.66774383,26,positive,clara,
16,stu_UZPVQ3560H,i am a girl that loves drawing,0.66774383,2,girl,clara,
16,stu_UZPVQ3560H,i am a girl that loves drawing,0.66774383,24,positive,clara,
17,stu_UZPVQ3560H,i am a girl that has 3 bestfriends,0.902440556,10,positive,clara,
17,stu_UZPVQ3560H,i am a girl that has 3 bestfriends,0.902440556,2,girl,clara,
18,stu_UZPVQ3560H,i am a girl that hates doing laps,0.644077781,29,negative,clara,
18,stu_UZPVQ3560H,i am a girl that hates doing laps,0.644077781,2,girl,clara,
18,stu_UZPVQ3560H,i am a girl that hates doing laps,0.644077781,24,negative,clara,
19,stu_UZPVQ3560H,i am a girl that loves jordens,0.445301655,24,positive,frank,
19,stu_UZPVQ3560H,i am a girl that loves jordens,0.445301655,2,girl,frank,
20,stu_UZPVQ3560H,i am a girl that loves dressing nice.,0.413606515,24,positive,frank,
20,stu_UZPVQ3560H,i am a girl that loves dressing nice.,0.413606515,2,girl,frank,
1,stu_VNILP4467H,nice,0.204865126,44,positive,frank,
2,stu_VNILP4467H,emo,0.981999258,22,emo,clara,
3,stu_VNILP4467H,cute,0.076943042,35,positive,used for IRR check,
4,stu_VNILP4467H,queen,0.42432574,40,positive,frank,
4,stu_VNILP4467H,queen,0.42432574,2,girl,frank,
5,stu_VNILP4467H,helper,0.991906466,46,positive,clara,
6,stu_VNILP4467H,Fighter,0.648884875,41,positive,clara,
7,stu_VNILP4467H,shy,0.9030198970000001,44,neutral,clara,
8,stu_VNILP4467H,lovely,0.257067289,45,positive,frank,
9,stu_VNILP4467H,dandy,0.322665298,47,positive,frank,
10,stu_VNILP4467H,I love spider,0.020933535,24,positive,used for IRR check,
11,stu_VNILP4467H,I love money,0.05314407,24,positive,used for IRR check,
12,stu_VNILP4467H,am i'm,0.693693855,48,none,clara,
13,stu_VNILP4467H,emo,0.019694391000000002,45,neutral,used for IRR check,
14,stu_VNILP4467H,i want a big boy,0.602991366,48,none,clara,
15,stu_VNILP4467H,"I""m a show off",0.49962612100000003,44,neutral,frank,
16,stu_VNILP4467H,kind,0.2506756,44,positive,frank,
17,stu_VNILP4467H,i love to play with my friends [first name] and [first name],0.25268347,24,positive,frank,
17,stu_VNILP4467H,i love to play with my friends [first name] and [first name],0.25268347,10,positive,frank,
18,stu_VNILP4467H,sometime i'm mean,0.5271433289999999,44,negative,frank,
19,stu_VNILP4467H,i love to do drama,0.005895287,26,positive,used for IRR check,
19,stu_VNILP4467H,i love to do drama,0.005895287,24,positive,used for IRR check,
20,stu_VNILP4467H,i love to fight,0.213929646,24,positive,frank,
1,stu_WFOJG2118N,[student first name],0.625530816,5,none,clara,
2,stu_WFOJG2118N,Cool,0.769368264,46,positive,clara,
3,stu_WFOJG2118N,Silly,0.966639021,45,neutral,clara,
4,stu_WFOJG2118N,Funny,0.814376074,46,positive,clara,
5,stu_WFOJG2118N,Smart,0.960123156,43,positive,clara,
6,stu_WFOJG2118N,Chill,0.022472218999999998,45,neutral,used for IRR check,
7,stu_WFOJG2118N,Tired,0.654809874,47,negative,clara,
8,stu_WFOJG2118N,Happy,0.667721665,45,positive,clara,
9,stu_WFOJG2118N,someone who plays videogames,0.485015045,28,neutral,frank,
10,stu_WFOJG2118N,Good sport,0.49749504899999997,44,positive,frank,
11,stu_WFOJG2118N,Intelligent,0.7656646540000001,43,positive,clara,
12,stu_WFOJG2118N,goofy,0.21886664399999997,45,neutral,frank,
13,stu_WFOJG2118N,Someone who is ready to learn,0.817022292,25,positive,clara,
14,stu_WFOJG2118N,Someone who likes laugh,0.332113432,45,positive,frank,
14,stu_WFOJG2118N,Someone who likes laugh,0.332113432,24,positive,frank,
15,stu_WFOJG2118N,Someone who likes to play outside,0.628740351,31,positive,clara,
15,stu_WFOJG2118N,Someone who likes to play outside,0.628740351,24,positive,clara,
16,stu_WFOJG2118N,Someone who enjoys being around friends.,0.214229915,24,positive,frank,
16,stu_WFOJG2118N,Someone who enjoys being around friends.,0.214229915,10,positive,frank,
17,stu_WFOJG2118N,A dog person,0.382847221,24,positive,frank,
18,stu_WFOJG2118N,Someone who likes to try new things,0.929395703,45,positive,clara,
18,stu_WFOJG2118N,Someone who likes to try new things,0.929395703,24,positive,clara,
19,stu_WFOJG2118N,Optimist,0.934554966,45,positive,clara,
20,stu_WFOJG2118N,Someone who enjoys mathia.,0.8273445629999999,47,positive,clara,
20,stu_WFOJG2118N,Someone who enjoys mathia.,0.8273445629999999,25,positive,clara,
1,stu_WMIXO5420V,An eighth grader.,0.610991043,22,8thgrade,clara,
1,stu_WMIXO5420V,An eighth grader.,0.610991043,4,8thgrade,clara,
1,stu_WMIXO5420V,An eighth grader.,0.610991043,14,neutral,clara,
2,stu_WMIXO5420V,A book lover.,0.8777625520000001,25,positive,clara,
2,stu_WMIXO5420V,A book lover.,0.8777625520000001,24,positive,clara,
3,stu_WMIXO5420V,Someone who isn't that great at math.,0.178383367,25,negative,frank,
4,stu_WMIXO5420V,A person whose favorite subject is English.,0.685918,25,positive,clara,
4,stu_WMIXO5420V,A person whose favorite subject is English.,0.685918,14,positive,clara,
5,stu_WMIXO5420V,A movie lover.,0.207378643,24,positive,frank,
6,stu_WMIXO5420V,A horrible artist.,0.796042129,26,negative,clara,
7,stu_WMIXO5420V,Someone who hates state testing.,0.572110525,24,negative,clara,
7,stu_WMIXO5420V,Someone who hates state testing.,0.572110525,14,neutral,clara,
8,stu_WMIXO5420V,A question asker.,0.8070541,25,positive,clara,
9,stu_WMIXO5420V,Someone who is very interested in baking.,0.44419174200000006,31,positive,frank,
9,stu_WMIXO5420V,Someone who is very interested in baking.,0.44419174200000006,24,positive,frank,
10,stu_WMIXO5420V,An honor roll student.,0.862895498,25,positive,clara,
10,stu_WMIXO5420V,An honor roll student.,0.862895498,14,positive,clara,
11,stu_WMIXO5420V,Someone who hates dresscode.,0.12635159099999999,24,negative,frank,
12,stu_WMIXO5420V,A person who is confused by Mathia.,0.176933405,47,negative,frank,
13,stu_WMIXO5420V,Writer.,0.963393374,25,neutral,clara,
14,stu_WMIXO5420V,Dancer.,0.914430086,26,neutral,clara,
15,stu_WMIXO5420V,Rainy day hater.,0.834076245,24,negative,clara,
16,stu_WMIXO5420V,Sunny day lover.,0.604075371,24,positive,clara,
17,stu_WMIXO5420V,Fall lover.,0.39765925,24,positive,frank,
18,stu_WMIXO5420V,Winter hater.,0.10079881800000001,24,negative,frank,
19,stu_WMIXO5420V,A person who hates questions.,0.855141375,45,negative,clara,
20,stu_WMIXO5420V,Someone who just answered twenty questions.,0.59011876,47,neutral,clara,
1,stu_WTVEM3699W,I am a football player.,0.8186252270000001,29,neutral,clara,
2,stu_WTVEM3699W,I am an Africain/Amaricain.,0.631997087,7,african and american,clara,
3,stu_WTVEM3699W,I am Cave Verdian.,0.41854511899999997,7,cape verdean,frank,
4,stu_WTVEM3699W,I am a male.,0.680220855,1,male,clara,
5,stu_WTVEM3699W,I am a brother.,0.016295422,12,neutral,used for IRR check,
5,stu_WTVEM3699W,I am a brother.,0.016295422,2,boy,used for IRR check,
6,stu_WTVEM3699W,I am a student.,0.8639200840000001,14,neutral,clara,
7,stu_WTVEM3699W,I am a friend.,0.440292935,10,neutral,frank,
8,stu_WTVEM3699W,I am a son.,0.676544292,12,neutral,clara,
8,stu_WTVEM3699W,I am a son.,0.676544292,2,boy,clara,
9,stu_WTVEM3699W,I am a nice person.,0.865535542,44,positive,clara,
10,stu_WTVEM3699W,I am helpful,0.377386714,44,positive,frank,
11,stu_WTVEM3699W,I am careful.,0.25332263,43,positive,frank,
12,stu_WTVEM3699W,I am a funny guy.,0.551866455,46,positive,clara,
12,stu_WTVEM3699W,I am a funny guy.,0.551866455,2,boy,clara,
13,stu_WTVEM3699W,I am a middle schooler.,0.672010201,22,middleschool,clara,
13,stu_WTVEM3699W,I am a middle schooler.,0.672010201,4,middleschool,clara,
13,stu_WTVEM3699W,I am a middle schooler.,0.672010201,14,neutral,clara,
14,stu_WTVEM3699W,I am clean.,0.615429451,43,positive,clara,
15,stu_WTVEM3699W,I am a helper.,0.601802519,46,positive,clara,
16,stu_WTVEM3699W,I am African.,0.748051013,7,african,clara,
17,stu_WTVEM3699W,I am a gamer.,0.621836739,28,neutral,clara,
18,stu_WTVEM3699W,I am a Bike rider.,0.023975659,29,neutral,used for IRR check,
19,stu_WTVEM3699W,I am a shoe lover.,0.115160758,24,positive,frank,
20,stu_WTVEM3699W,I am all about fashion.,0.79048081,30,neutral,clara,
1,stu_WUDHR2640D,I'm Tupac lover,0.285552582,24,positive,frank,
2,stu_WUDHR2640D,I'm fried chicken eater,0.546682577,31,neutral,clara,
3,stu_WUDHR2640D,I'm a kobe bryant fan,0.253832493,24,positive,frank,
4,stu_WUDHR2640D,I have 2 siblings,0.123915086,12,neutral,frank,
5,stu_WUDHR2640D,I love basketball,0.630306788,24,positive,clara,
6,stu_WUDHR2640D,I am black,0.369878301,6,black,frank,
7,stu_WUDHR2640D,My favorite movie Rugrats in Paris,0.7749006359999999,24,positive,clara,
8,stu_WUDHR2640D,I have 5 best friends,0.253578486,10,positive,frank,
9,stu_WUDHR2640D,I'm a great swimmer,0.33446691,29,positive,frank,
10,stu_WUDHR2640D,I have a pool cleaning,0.37266035200000003,47,neutral,frank,
11,stu_WUDHR2640D,I'm a master at 2k23 nba,0.67360662,28,positive,clara,
12,stu_WUDHR2640D,I love Jayson Tatum,0.8512558509999999,24,positive,clara,
13,stu_WUDHR2640D,I've never been to a Celtics game,0.436447655,47,neutral,frank,
14,stu_WUDHR2640D,I have swalload a screw,0.314238426,47,neutral,frank,
15,stu_WUDHR2640D,My favorite drink is Kool aid on a nice hot summer day,0.819957253,24,positive,clara,
16,stu_WUDHR2640D,My middle name is [name] like the painting,0.858920637,26,positive,clara,
16,stu_WUDHR2640D,My middle name is [name] like the painting,0.858920637,5,none,clara,
16,stu_WUDHR2640D,My middle name is [name] like the painting,0.858920637,24,positive,clara,
17,stu_WUDHR2640D,I'm a wilderness person,0.474160484,24,positive,frank,
18,stu_WUDHR2640D,I love playing video games,0.462398773,28,positive,frank,
18,stu_WUDHR2640D,I love playing video games,0.462398773,24,positive,frank,
19,stu_WUDHR2640D,I think MJ is the G.O.A.T,0.39159684899999997,29,neutral,frank,
20,stu_WUDHR2640D,I'm a future wnba player,0.124422103,41,neutral,frank,
20,stu_WUDHR2640D,I'm a future wnba player,0.124422103,29,neutral,frank,
1,stu_WVHWF6332A,A girl,0.9300977029999999,2,girl,clara,
2,stu_WVHWF6332A,A 7th grade student,0.945489261,22,7thgrade,clara,
2,stu_WVHWF6332A,A 7th grade student,0.945489261,4,7thgrade,clara,
2,stu_WVHWF6332A,A 7th grade student,0.945489261,14,neutral,clara,
3,stu_WVHWF6332A,tall,0.6351204570000001,35,neutral,clara,
4,stu_WVHWF6332A,black hair,0.9720578120000001,35,neutral,clara,
5,stu_WVHWF6332A,volleyball player,0.21982289100000002,29,neutral,frank,
6,stu_WVHWF6332A,dancer,0.8143988940000001,26,neutral,clara,
7,stu_WVHWF6332A,nice,0.954157617,44,positive,clara,
8,stu_WVHWF6332A,mean,0.18633097,44,negative,frank,
9,stu_WVHWF6332A,smart,0.38257413100000004,43,positive,frank,
10,stu_WVHWF6332A,pretty,0.795555737,35,positive,clara,
11,stu_WVHWF6332A,middle class,0.851374815,17,neutral,clara,
12,stu_WVHWF6332A,short hair,0.407257319,35,neutral,frank,
13,stu_WVHWF6332A,funny,0.48630458200000004,45,positive,frank,
14,stu_WVHWF6332A,grateful,0.7860276420000001,45,positive,clara,
15,stu_WVHWF6332A,5'6,0.27067197,35,neutral,frank,
16,stu_WVHWF6332A,trustworthy,0.16533329800000002,40,positive,frank,
17,stu_WVHWF6332A,determined,0.149756505,41,positive,frank,
18,stu_WVHWF6332A,clumsy,0.115456296,43,neutral,frank,
19,stu_WVHWF6332A,Haitian,0.075549395,7,haitian,used for IRR check,
20,stu_WVHWF6332A,Libra,0.888407866,22,libra,clara,
1,stu_WZSYO1566I,I am a 7th grade student at [school name] middle school,0.547234694,22,7thgrade,clara,
1,stu_WZSYO1566I,I am a 7th grade student at [school name] middle school,0.547234694,4,7thgrade,clara,
1,stu_WZSYO1566I,I am a 7th grade student at [school name] middle school,0.547234694,14,neutral,clara,
2,stu_WZSYO1566I,A human,0.184831071,21,none,frank,
3,stu_WZSYO1566I,A 13 year old,0.697830572,4,13,clara,
4,stu_WZSYO1566I,A kid with brown hair,0.460582996,35,neutral,frank,
4,stu_WZSYO1566I,A kid with brown hair,0.460582996,4,child,frank,
5,stu_WZSYO1566I,A kid who finished Mathia mid January,0.009352021,22,child,used for IRR check,
5,stu_WZSYO1566I,A kid who finished Mathia mid January,0.009352021,4,child,used for IRR check,
5,stu_WZSYO1566I,A kid who finished Mathia mid January,0.009352021,14,positive,used for IRR check,
6,stu_WZSYO1566I,A stressed child figuring out whoelse I can be,0.5009203529999999,47,neutral,frank,
6,stu_WZSYO1566I,A stressed child figuring out whoelse I can be,0.5009203529999999,4,child,frank,
6,stu_WZSYO1566I,A stressed child figuring out whoelse I can be,0.5009203529999999,45,negative,frank,
7,stu_WZSYO1566I,A slacker,0.25504439100000004,43,negative,frank,
8,stu_WZSYO1566I,Determined boy,0.37384437600000003,41,positive,frank,
8,stu_WZSYO1566I,Determined boy,0.37384437600000003,2,boy,frank,
9,stu_WZSYO1566I,A kid who get oushed out of bed when they wake up from a 8 hour nap,0.669213415,31,neutral,clara,
9,stu_WZSYO1566I,A kid who get oushed out of bed when they wake up from a 8 hour nap,0.669213415,4,child,clara,
9,stu_WZSYO1566I,A kid who get oushed out of bed when they wake up from a 8 hour nap,0.669213415,22,child,clara,
10,stu_WZSYO1566I,A kid who gets headaches way to much,0.573094061,36,negative,clara,
10,stu_WZSYO1566I,A kid who gets headaches way to much,0.573094061,4,child,clara,
10,stu_WZSYO1566I,A kid who gets headaches way to much,0.573094061,22,child,clara,
11,stu_WZSYO1566I,A kid who helps everyone else understand math,0.364549653,44,positive,frank,
11,stu_WZSYO1566I,A kid who helps everyone else understand math,0.364549653,4,child,frank,
12,stu_WZSYO1566I,I boy who signed up for the survey,0.818500006,47,neutral,clara,
12,stu_WZSYO1566I,I boy who signed up for the survey,0.818500006,2,boy,clara,
13,stu_WZSYO1566I,A guy who has a mathia addiction,0.805054578,14,positive,clara,
13,stu_WZSYO1566I,A guy who has a mathia addiction,0.805054578,2,boy,clara,
14,stu_WZSYO1566I,A boy who is eager to lean more math,0.719095684,25,positive,clara,
14,stu_WZSYO1566I,A boy who is eager to lean more math,0.719095684,2,boy,clara,
14,stu_WZSYO1566I,A boy who is eager to lean more math,0.719095684,14,positive,clara,
15,stu_WZSYO1566I,The middle child of a family,0.423565807,12,neutral,frank,
15,stu_WZSYO1566I,The middle child of a family,0.423565807,4,child,frank,
16,stu_WZSYO1566I,A guy who gets allergies easily,0.713374744,36,neutral,clara,
16,stu_WZSYO1566I,A guy who gets allergies easily,0.713374744,2,boy,clara,
17,stu_WZSYO1566I,A boy who plays videogames on an Ipad because the screen is big,0.863011917,28,neutral,clara,
17,stu_WZSYO1566I,A boy who plays videogames on an Ipad because the screen is big,0.863011917,2,boy,clara,
18,stu_WZSYO1566I,A guy who gives money to parents when needed,0.417955669,44,neutral,frank,
18,stu_WZSYO1566I,A guy who gives money to parents when needed,0.417955669,2,boy,frank,
18,stu_WZSYO1566I,A guy who gives money to parents when needed,0.417955669,12,neutral,frank,
19,stu_WZSYO1566I,A short person,0.543177794,35,neutral,clara,
20,stu_WZSYO1566I,I positive person that always has a smile unless sick or annoyed,0.885502615,45,positive,clara,
1,stu_XBVIF2629F,I am a 7th grade student,0.684914183,22,7thgrade,clara,
1,stu_XBVIF2629F,I am a 7th grade student,0.684914183,4,7thgrade,clara,
1,stu_XBVIF2629F,I am a 7th grade student,0.684914183,14,neutral,clara,
2,stu_XBVIF2629F,I am a baseball player,0.173343528,29,neutral,frank,
3,stu_XBVIF2629F,I am a boy,0.58700694,2,boy,clara,
4,stu_XBVIF2629F,I am 13 years old,0.322964708,4,13 years old,frank,
5,stu_XBVIF2629F,I am good at just about any sport I play,0.961517064,43,positive,clara,
5,stu_XBVIF2629F,I am good at just about any sport I play,0.961517064,29,positive,clara,
6,stu_XBVIF2629F,I am a very nice and kind person,0.275469129,44,positive,frank,
6,stu_XBVIF2629F,I am a very nice and kind person,0.275469129,21,none,frank,
7,stu_XBVIF2629F,I am smart,0.536857048,43,positive,frank,
8,stu_XBVIF2629F,I am good at school academics,0.345154555,43,positive,frank,
8,stu_XBVIF2629F,I am good at school academics,0.345154555,14,neutral,frank,
8,stu_XBVIF2629F,I am good at school academics,0.345154555,25,neutral,frank,
9,stu_XBVIF2629F,I am the oldest child,0.37901224,12,neutral,frank,
9,stu_XBVIF2629F,I am the oldest child,0.37901224,4,child,frank,
10,stu_XBVIF2629F,I am loved by a bunch of people,0.15973810900000002,24,positive,frank,
11,stu_XBVIF2629F,I am [student first name + last name],0.494086419,5,none,frank,
12,stu_XBVIF2629F,I am a good kid,0.6036673060000001,40,positive,clara,
12,stu_XBVIF2629F,I am a good kid,0.6036673060000001,4,child,clara,
12,stu_XBVIF2629F,I am a good kid,0.6036673060000001,22,child,clara,
13,stu_XBVIF2629F,I am a fun guy,0.8157687259999999,46,positive,clara,
13,stu_XBVIF2629F,I am a fun guy,0.8157687259999999,2,boy,clara,
14,stu_XBVIF2629F,I am not a quitter,0.899580552,41,positive,clara,
15,stu_XBVIF2629F,I am black,0.711988038,6,black,clara,
16,stu_XBVIF2629F,I am white,0.096919365,6,white,frank,
17,stu_XBVIF2629F,"I am Asian, Cape Virden, Mexican, Irish, light-skin, Scottish, Polish, Indian, Portuguese",0.624262099,7,"multiracial (asian, cape virden, mexican, irish, light-skin, scottish, polish, indian, portuguese)",clara,
18,stu_XBVIF2629F,I am a lover,0.7444821140000001,45,positive,clara,
19,stu_XBVIF2629F,I am a believer,0.463202936,16,believer,frank,
20,stu_XBVIF2629F,I am done with this test and I am 5'4ft,0.523511156,47,neutral,frank,
20,stu_XBVIF2629F,I am done with this test and I am 5'4ft,0.523511156,35,neutral,frank,
1,stu_XTVLS2669A,[student first name],0.42068988,5,none,frank,
2,stu_XTVLS2669A,a kid who like cat's,0.25717421,24,positive,frank,
2,stu_XTVLS2669A,a kid who like cat's,0.25717421,4,child,frank,
3,stu_XTVLS2669A,a kid who like brid's,0.24941481399999998,24,positive,frank,
3,stu_XTVLS2669A,a kid who like brid's,0.24941481399999998,3,child,frank,
4,stu_XTVLS2669A,a kid who like math,0.184985255,25,positive,frank,
4,stu_XTVLS2669A,a kid who like math,0.184985255,4,child,frank,
4,stu_XTVLS2669A,a kid who like math,0.184985255,24,positive,frank,
5,stu_XTVLS2669A,a kid who like to clime tree's,0.052578248,29,positive,used for IRR check,
5,stu_XTVLS2669A,a kid who like to clime tree's,0.052578248,4,child,used for IRR check,
5,stu_XTVLS2669A,a kid who like to clime tree's,0.052578248,22,child,used for IRR check,
5,stu_XTVLS2669A,a kid who like to clime tree's,0.052578248,24,positive,used for IRR check,
6,stu_XTVLS2669A,a kid who like baseball,0.45258508399999997,29,positive,frank,
6,stu_XTVLS2669A,a kid who like baseball,0.45258508399999997,4,child,frank,
6,stu_XTVLS2669A,a kid who like baseball,0.45258508399999997,24,positive,frank,
7,stu_XTVLS2669A,a kid who does not like basketball,0.5754051410000001,24,negative,clara,
7,stu_XTVLS2669A,a kid who does not like basketball,0.5754051410000001,4,child,clara,
7,stu_XTVLS2669A,a kid who does not like basketball,0.5754051410000001,22,child,clara,
8,stu_XTVLS2669A,a kid who has 5 siblings,0.370507886,12,neutral,frank,
8,stu_XTVLS2669A,a kid who has 5 siblings,0.370507886,4,child,frank,
9,stu_XTVLS2669A,a kid who like to sleep,0.076186102,31,positive,used for IRR check,
9,stu_XTVLS2669A,a kid who like to sleep,0.076186102,4,child,used for IRR check,
9,stu_XTVLS2669A,a kid who like to sleep,0.076186102,22,child,used for IRR check,
9,stu_XTVLS2669A,a kid who like to sleep,0.076186102,24,positive,used for IRR check,
10,stu_XTVLS2669A,i like to eat,0.346427551,24,positive,frank,
11,stu_XTVLS2669A,ammaracen,0.299377888,8,american,frank,
12,stu_XTVLS2669A,a student,0.031701136,14,neutral,used for IRR check,
20,stu_XTVLS2669A,try,0.817226762,48,none,clara,
1,stu_ZMXXH2486L,I am a Seventh Grade student,0.186487832,22,seventhgrader,frank,
1,stu_ZMXXH2486L,I am a Seventh Grade student,0.186487832,14,neutral,frank,
2,stu_ZMXXH2486L,I am 12 years old,0.107850166,4,12 years old,frank,
3,stu_ZMXXH2486L,I am a girl,0.117642207,2,girl,frank,
4,stu_ZMXXH2486L,I am a soccer player,0.779158405,29,neutral,clara,
5,stu_ZMXXH2486L,I am the oldest child,0.929216478,12,neutral,clara,
5,stu_ZMXXH2486L,I am the oldest child,0.929216478,4,child,clara,
6,stu_ZMXXH2486L,I go by she/her,0.771086624,2,she/her,clara,
7,stu_ZMXXH2486L,I am a sister,0.37883887,12,neutral,frank,
7,stu_ZMXXH2486L,I am a sister,0.37883887,2,girl,frank,
8,stu_ZMXXH2486L,I am american,0.838757469,8,american,clara,
9,stu_ZMXXH2486L,I am a hard-working person,0.46487367799999996,41,positive,frank,
10,stu_ZMXXH2486L,I am helpful,0.42701586399999997,44,positive,frank,
11,stu_ZMXXH2486L,I am able to cook,0.949475944,43,neutral,clara,
12,stu_ZMXXH2486L,I like working in groups,0.389271065,44,positive,frank,
12,stu_ZMXXH2486L,I like working in groups,0.389271065,24,positive,frank,
13,stu_ZMXXH2486L,I am interested in making jewelry,0.639448044,30,positive,clara,
14,stu_ZMXXH2486L,I am good at writing,0.7337561459999999,25,positive,clara,
15,stu_ZMXXH2486L,I am good at dancing,0.6229310570000001,26,positive,clara,
16,stu_ZMXXH2486L,I was born in december,0.117770777,48,none,frank,
17,stu_ZMXXH2486L,I am in honors classes,0.342315272,25,neutral,frank,
17,stu_ZMXXH2486L,I am in honors classes,0.342315272,14,neutral,frank,
18,stu_ZMXXH2486L,I am pretty good at drawing,0.636417394,26,positive,clara,
19,stu_ZMXXH2486L,I like to read,0.57007896,25,positive,clara,
19,stu_ZMXXH2486L,I like to read,0.57007896,24,positive,clara,
20,stu_ZMXXH2486L,I enjoy chatting with my friends,0.259169011,24,positive,frank,
20,stu_ZMXXH2486L,I enjoy chatting with my friends,0.259169011,10,positive,frank,
