stu_id,variable,Who am I?,code,valence
stu_ERQCY81201,TST Respose 5,I am a person who loves to sing,24.0,positive
stu_ZUARE93356,TST Respose 11,I have friends,10.0,neutral
stu_KGOWI06896,TST Respose 1,I like to draw,26.0,positive
stu_KGOWI06896,TST Respose 1,I like to draw,24.0,positive
stu_WDDQQ92015,TST Respose 6,i am a student,14.0,neutral
stu_CDGKD03653,TST Respose 17,i like chips,24.0,positive
stu_SIWRL23181,TST Respose 13,i am amazing,40.0,positive
stu_HBPKA70291,TST Respose 10,nervos,47.0,neutral
stu_NWRRN03456,TST Respose 7,I love helping people.,44.0,positive
stu_NWRRN03456,TST Respose 7,I love helping people.,24.0,positive
stu_UAFAK64772,TST Respose 19,Haitian,7.0,haitian
stu_CNIXS57234,TST Respose 6,I don't like mathia,25.0,negative
stu_CNIXS57234,TST Respose 6,I don't like mathia,24.0,negative
stu_DJCZE13885,TST Respose 11,I like dressing up.,30.0,positive
stu_DJCZE13885,TST Respose 11,I like dressing up.,24.0,positive
stu_IGLSS89625,TST Respose 20,everything in the school,48.0,none
stu_PJCOJ15115,TST Respose 20,I have a taper fade,35.0,neutral
stu_QFXDD68186,TST Respose 8,I like school,25.0,positive
stu_QFXDD68186,TST Respose 8,I like school,14.0,positive
stu_QFXDD68186,TST Respose 8,I like school,24.0,positive
stu_IDHIE84911,TST Respose 1,am cute,35.0,positive
stu_JPMJO86637,TST Respose 4,i have two eye,35.0,neutral
stu_HBPKA70291,TST Respose 18,dancer,26.0,neutral
stu_XKMAG80800,TST Respose 9,Roblox player.,28.0,positive
stu_YSQPA55709,TST Respose 18,my favrote show is spy x family,24.0,positive
stu_WAWDW95831,TST Respose 19,I love videogames.,28.0,positive
stu_FHADA27602,TST Respose 18,my favorite show is home alone.,24.0,positive
stu_IDHIE84911,TST Respose 19,i love my frends,24.0,positive
stu_IDHIE84911,TST Respose 19,i love my frends,10.0,positive
stu_WPVZY01902,TST Respose 6,i dont like school,25.0,negative
stu_WPVZY01902,TST Respose 6,i dont like school,14.0,negative
stu_WPVZY01902,TST Respose 6,i dont like school,24.0,negative
stu_CNIXS57234,TST Respose 9,I like tesla,24.0,positive
stu_ERQCY81201,TST Respose 2,I am a girl who doesnt really like art,26.0,negative
stu_ERQCY81201,TST Respose 2,I am a girl who doesnt really like art,2.0,girl
stu_ERQCY81201,TST Respose 2,I am a girl who doesnt really like art,24.0,negative
stu_DZJHT48666,TST Respose 19,I like to text more than call,27.0,positive
stu_DZJHT48666,TST Respose 19,I like to text more than call,24.0,positive
stu_LNFOE66635,TST Respose 14,im white,6.0,white
stu_ROULI02103,TST Respose 16,i like the sunset,24.0,positive
stu_XSQUV53095,TST Respose 7,I AM [FIRST NAME] A BASKETBALL PLAYER,29.0,neutral
stu_XSQUV53095,TST Respose 7,I AM [FIRST NAME] A BASKETBALL PLAYER,5.0,none
stu_SQLXP95993,TST Respose 8,Math is fun but not my favorite,25.0,positive
stu_SQLXP95993,TST Respose 8,Math is fun but not my favorite,24.0,positive
stu_TYPZX10676,TST Respose 4,I like when i can dress my character..,30.0,positive
stu_TYPZX10676,TST Respose 4,I like when i can dress my character..,24.0,positive
stu_TYPZX10676,TST Respose 4,I like when i can dress my character..,28.0,positive
stu_MZIVN56293,TST Respose 7,im a gamer,28.0,neutral
stu_HVWUJ52450,TST Respose 2,I'm Cape verdean,7.0,cape verdean
stu_AQNHF52456,TST Respose 14,trustworthy,43.0,positive
stu_SJNFF34466,TST Respose 18,im partynextdoor,48.0,none
stu_BJJXN95776,TST Respose 9,I am quiet,44.0,neutral
stu_FVHVM49769,TST Respose 6,i like tik tok,27.0,positive
stu_FVHVM49769,TST Respose 6,i like tik tok,24.0,positive
stu_OMSFY97090,TST Respose 5,im a students,14.0,neutral
stu_WQGUY90279,TST Respose 5,I habe glasses,35.0,neutral
stu_VTRUH97046,TST Respose 13,I have 2 sisters. One is 10 and the other is 4.,12.0,neutral
stu_SIWRL23181,TST Respose 5,i am a good friend,10.0,positive
stu_JOKOV89559,TST Respose 7,I am someone who loves stuff animals,24.0,positive
stu_RUZUK44953,TST Respose 16,I am a person who gets good grades,43.0,positive
stu_RUZUK44953,TST Respose 16,I am a person who gets good grades,14.0,positive
stu_RUZUK44953,TST Respose 16,I am a person who gets good grades,25.0,positive
stu_CPAQO78519,TST Respose 12,I am someone who loves to sleep,31.0,positive
stu_CPAQO78519,TST Respose 12,I am someone who loves to sleep,24.0,positive
stu_WCANG48942,TST Respose 17,I like water.,24.0,positive
stu_RUZUK44953,TST Respose 12,I am a person who has not yet been absent in this grade.,21.0,none
stu_RUZUK44953,TST Respose 12,I am a person who has not yet been absent in this grade.,14.0,positive
stu_FBWGP41232,TST Respose 3,l'm 11 years old,4.0,11
stu_PJCOJ15115,TST Respose 4,I am a honors student,43.0,positive
stu_PJCOJ15115,TST Respose 4,I am a honors student,14.0,positive
stu_XHPVX80161,TST Respose 12,cook,31.0,neutral
stu_OFWAG94272,TST Respose 11,I'm black,6.0,black
stu_YGBLH44260,TST Respose 11,I am a person that enjoys rewards.,24.0,positive
stu_YGBLH44260,TST Respose 11,I am a person that enjoys rewards.,21.0,none
stu_ROULI02103,TST Respose 14,i love nike,24.0,positive
stu_OIYXZ27717,TST Respose 12,I am someone who lives in a different place,47.0,neutral
stu_XXEBH66449,TST Respose 6,I am nice,44.0,positive
stu_EUIXK95276,TST Respose 10,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",31.0,positive
stu_EUIXK95276,TST Respose 10,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",14.0,neutral
stu_EUIXK95276,TST Respose 10,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",24.0,positive
stu_EUIXK95276,TST Respose 10,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",26.0,positive
stu_EUIXK95276,TST Respose 10,"I'm a student at the [SCHOOL NAME], I love dancing, singing, gym class, Art class, eating food",29.0,positive
stu_KWLPL21630,TST Respose 8,My school name is [SCHOOL NAME],14.0,neutral
stu_IDHIE84911,TST Respose 9,i love to rende,24.0,positive
stu_UYUIH18635,TST Respose 17,i like focusing on myself,44.0,positive
stu_UYUIH18635,TST Respose 17,i like focusing on myself,24.0,positive
stu_NKHRJ04957,TST Respose 19,I dont like This anymore,47.0,negative
stu_NKHRJ04957,TST Respose 19,I dont like This anymore,24.0,negative
stu_WZRKM29688,TST Respose 9,i like tv,31.0,positive
stu_WZRKM29688,TST Respose 9,i like tv,24.0,positive
stu_XSQUV53095,TST Respose 19,I AM [FIRST NAME] A RUNNER,29.0,neutral
stu_XSQUV53095,TST Respose 19,I AM [FIRST NAME] A RUNNER,5.0,none
stu_PSHPN85751,TST Respose 15,bye,48.0,none
stu_XCKNQ66212,TST Respose 4,i'm a brand owner,32.0,none
stu_KJOZZ30475,TST Respose 4,I do dance.,26.0,neutral
stu_NRKZA72454,TST Respose 8,I love my bed.,24.0,positive
stu_CQRFU18177,TST Respose 6,I like having friend,24.0,positive
stu_CQRFU18177,TST Respose 6,I like having friend,10.0,positive
stu_VTRUH97046,TST Respose 1,I am a girl.,2.0,girl
stu_YSQPA55709,TST Respose 15,i like cars,24.0,positive
stu_QZOUO83023,TST Respose 1,IM a boy,2.0,boy
stu_SBUBU63586,TST Respose 20,i am a person,21.0,none
stu_TSQUQ54202,TST Respose 2,I am a very good person.,40.0,positive
stu_TSQUQ54202,TST Respose 2,I am a very good person.,21.0,none
stu_VENGZ10475,TST Respose 12,A friendly person,44.0,positive
stu_VENGZ10475,TST Respose 12,A friendly person,21.0,none
stu_MKGYA55892,TST Respose 11,who is good at math,25.0,positive
stu_MKGYA55892,TST Respose 11,who is good at math,24.0,positive
stu_LJAAE92948,TST Respose 15,my favorite food is seafood,24.0,positive
stu_ANAWT41929,TST Respose 2,I love playing video games,28.0,positive
stu_ANAWT41929,TST Respose 2,I love playing video games,24.0,positive
stu_WTRMC77187,TST Respose 3,I like doing games,28.0,positive
stu_WTRMC77187,TST Respose 3,I like doing games,24.0,positive
stu_MMNSJ38829,TST Respose 8,I like Taylor Swift.,24.0,positive
stu_NWRRN03456,TST Respose 19,I love cooking.,31.0,positive
stu_NWRRN03456,TST Respose 19,I love cooking.,24.0,positive
stu_JUQPD47363,TST Respose 12,I am a good speller.,25.0,positive
stu_KCRZD23226,TST Respose 14,I like cookies,24.0,positive
stu_LKAAV41369,TST Respose 5,im the favorite child,12.0,positive
stu_LKAAV41369,TST Respose 5,im the favorite child,4.0,child
stu_VOXTG50835,TST Respose 13,I like eating,31.0,positive
stu_VOXTG50835,TST Respose 13,I like eating,24.0,positive
stu_GXMFA19655,TST Respose 15,i am a good artist,26.0,positive
stu_XUDYN03051,TST Respose 5,I do all my school work,25.0,positive
stu_XUDYN03051,TST Respose 5,I do all my school work,14.0,positive
stu_PJCOJ15115,TST Respose 2,I am a soccer player,29.0,neutral
stu_JOKOV89559,TST Respose 2,I am someone who loves the color pink,24.0,positive
stu_RFRYE74718,TST Respose 12,I am a person who is playful.,44.0,positive
stu_RFRYE74718,TST Respose 12,I am a person who is playful.,21.0,none
stu_CQRFU18177,TST Respose 5,I have two sister,12.0,neutral
stu_CJHBB29429,TST Respose 8,I AM person THAT LIKES [TEACHER],21.0,none
stu_CJHBB29429,TST Respose 8,I AM person THAT LIKES [TEACHER],14.0,positive
stu_BESSB35006,TST Respose 5,I like to watch movies,24.0,positive
stu_QQMSX84242,TST Respose 20,a role model,44.0,positive
stu_JTZYY08754,TST Respose 11,"I'm Haitian, India, and  Jamaican",7.0,haitian/indian/jamaican
stu_ANAWT41929,TST Respose 13,I really have a good score on my mathia,25.0,positive
stu_ANAWT41929,TST Respose 13,I really have a good score on my mathia,24.0,positive
stu_MXNSF14478,TST Respose 1,I'm a girl,2.0,girl
stu_TDURA35752,TST Respose 15,I am hardworking,41.0,positive
stu_BDAZF88230,TST Respose 19,I am a very talented person,43.0,positive
stu_BDAZF88230,TST Respose 19,I am a very talented person,21.0,none
stu_CINVJ49388,TST Respose 12,[FIRST NAME] friend,10.0,positive
stu_AQNHF52456,TST Respose 13,honest,43.0,positive
stu_WPVZY01902,TST Respose 1,I speak english,25.0,neutral
stu_WPVZY01902,TST Respose 1,I speak english,22.0,speaksenglish
stu_VUNQZ79892,TST Respose 3,im a friend,10.0,positive
stu_QACJQ31561,TST Respose 14,i like singing,26.0,positive
stu_QACJQ31561,TST Respose 14,i like singing,24.0,positive
stu_CWJCN88700,TST Respose 14,I am obsessed with food,24.0,positive
stu_MKEGQ97127,TST Respose 9,I'm somebody who wears braids,35.0,neutral
stu_YNVPH88845,TST Respose 1,My favorite color is blue,24.0,positive
stu_RSKDK68207,TST Respose 10,I like to do flips and tricks on the trampoline.,29.0,positive
stu_RSKDK68207,TST Respose 10,I like to do flips and tricks on the trampoline.,24.0,positive
stu_TRKWP48352,TST Respose 4,I am a person who likes shows,24.0,positive
stu_TRKWP48352,TST Respose 4,I am a person who likes shows,21.0,none
stu_NJZBY59884,TST Respose 15,i like to to spend time wit people,24.0,positive
stu_EXNUN73314,TST Respose 16,I am the youngest sibling,12.0,neutral
stu_KFYJM61476,TST Respose 11,I like drawing.,26.0,positive
stu_KFYJM61476,TST Respose 11,I like drawing.,24.0,positive
stu_RDPGG44681,TST Respose 20,"I love my teachers, friends, and family and all pets",24.0,positive
stu_RDPGG44681,TST Respose 20,"I love my teachers, friends, and family and all pets",10.0,positive
stu_RDPGG44681,TST Respose 20,"I love my teachers, friends, and family and all pets",12.0,positive
stu_RDPGG44681,TST Respose 20,"I love my teachers, friends, and family and all pets",14.0,positive
stu_JVLXZ63894,TST Respose 4,social studies student,14.0,neutral
stu_DERZZ01872,TST Respose 4,I am a guy,2.0,boy
stu_FHADA27602,TST Respose 12,my favorite place is my room.,24.0,positive
stu_VQFBG95862,TST Respose 3,im am good at english,25.0,positive
stu_EQSJM78476,TST Respose 13,I dont like mathia,25.0,negative
stu_EQSJM78476,TST Respose 13,I dont like mathia,24.0,negative
stu_WAFQN21754,TST Respose 2,I am smart,43.0,positive
stu_ZQMQQ26810,TST Respose 14,i love nike,24.0,positive
stu_HXXCS05602,TST Respose 10,i'm caring,44.0,positive
stu_NMWSA27732,TST Respose 3,I like to play video games,28.0,positive
stu_NMWSA27732,TST Respose 3,I like to play video games,24.0,positive
stu_YXJEP22115,TST Respose 19,I am the youngest child,12.0,neutral
stu_YXJEP22115,TST Respose 19,I am the youngest child,4.0,child
stu_MMNSJ38829,TST Respose 2,I like to sing,26.0,positive
stu_MMNSJ38829,TST Respose 2,I like to sing,24.0,positive
stu_NJZBY59884,TST Respose 12,i like kids,24.0,positive
stu_OIYXZ27717,TST Respose 20,I am someone who adores my family,24.0,positive
stu_OIYXZ27717,TST Respose 20,I am someone who adores my family,12.0,positive
stu_CWJCN88700,TST Respose 11,I am in 7th grade,22.0,seventhgrader
stu_CWJCN88700,TST Respose 11,I am in 7th grade,4.0,child
stu_CWJCN88700,TST Respose 11,I am in 7th grade,14.0,neutral
stu_QHOON52054,TST Respose 1,I am a 7th grade student,22.0,seventhgrader
stu_QHOON52054,TST Respose 1,I am a 7th grade student,4.0,child
stu_QHOON52054,TST Respose 1,I am a 7th grade student,14.0,neutral
stu_PSHZT50501,TST Respose 16,I am a person who loves Nike,24.0,positive
stu_PSHZT50501,TST Respose 16,I am a person who loves Nike,21.0,none
stu_BJJXN95776,TST Respose 4,I am the middle child of three children,12.0,neutral
stu_BJJXN95776,TST Respose 4,I am the middle child of three children,4.0,child
stu_JOKOV89559,TST Respose 10,I am someone who loves to laugh,45.0,positive
stu_JOKOV89559,TST Respose 10,I am someone who loves to laugh,24.0,positive
stu_NWRRC44615,TST Respose 1,i am a girl,2.0,girl
stu_KGOWI06896,TST Respose 5,I like to play outside,31.0,positive
stu_KGOWI06896,TST Respose 5,I like to play outside,24.0,positive
stu_VTRUH97046,TST Respose 15,My favorite book is number the stars.,24.0,positive
stu_FVHVM49769,TST Respose 16,i play soccer,29.0,neutral
stu_NWRRC44615,TST Respose 4,i have a dog,32.0,none
stu_XCKNQ66212,TST Respose 15,i'm sneaker head,24.0,positive
stu_UEVQJ25414,TST Respose 6,im nice,44.0,positive
stu_IKUOQ66846,TST Respose 4,I play more than three sport,29.0,neutral
stu_FQEST23326,TST Respose 14,A therapist friend,10.0,positive
stu_CJHBB29429,TST Respose 17,I want to go to college,14.0,neutral
stu_AQNHF52456,TST Respose 6,13 turning 14,4.0,13
stu_JOKOV89559,TST Respose 6,I am someone who loves drinking cold water,24.0,positive
stu_RUBQU39803,TST Respose 3,i am smart,43.0,positive
stu_TFTDG28078,TST Respose 5,A girl with broken up parents.,12.0,neutral
stu_TFTDG28078,TST Respose 5,A girl with broken up parents.,2.0,girl
stu_XUDYN03051,TST Respose 10,I like math,25.0,positive
stu_XUDYN03051,TST Respose 10,I like math,24.0,positive
stu_WZRKM29688,TST Respose 16,i believe 95% of the school is self centered and only cares for themselve,47.0,negative
stu_NZWIU92234,TST Respose 3,i like vollyball,29.0,positive
stu_NZWIU92234,TST Respose 3,i like vollyball,24.0,positive
stu_MXNSB23169,TST Respose 8,i like to open my yap.,44.0,positive
stu_MXNSB23169,TST Respose 8,i like to open my yap.,24.0,positive
stu_JERPG96865,TST Respose 1,i like guns,24.0,positive
stu_WZRKM29688,TST Respose 18,i like my baby sibling,24.0,positive
stu_WZRKM29688,TST Respose 18,i like my baby sibling,12.0,positive
stu_NJZBY59884,TST Respose 2,i am the middle child,12.0,neutral
stu_NJZBY59884,TST Respose 2,i am the middle child,4.0,child
stu_MRIWT64391,TST Respose 13,A person who loves P.E,29.0,positive
stu_MRIWT64391,TST Respose 13,A person who loves P.E,24.0,positive
stu_CNIXS57234,TST Respose 2,I'm tall,35.0,neutral
stu_WYTLH51489,TST Respose 13,I like social studies,25.0,positive
stu_WYTLH51489,TST Respose 13,I like social studies,24.0,positive
stu_QQAHK93946,TST Respose 4,I kinda like Mathia,25.0,positive
stu_QQAHK93946,TST Respose 4,I kinda like Mathia,24.0,positive
stu_QFXDD68186,TST Respose 6,I'm play soccer.,29.0,neutral
stu_JPMJO86637,TST Respose 11,I'm not a kids lover but I love kids.,24.0,positive
stu_NWRRN03456,TST Respose 8,I really want to have AP classes because I deserve it.,14.0,positive
stu_EXNUN73314,TST Respose 8,I am funny,44.0,positive
stu_FSPCV10901,TST Respose 8,I am a [SCHOOL NAME - MASCOT].,14.0,neutral
stu_EQSJM78476,TST Respose 8,I like the weekends,24.0,positive
stu_JTZYY08754,TST Respose 10,I like to still home and go on my phone,27.0,positive
stu_JTZYY08754,TST Respose 10,I like to still home and go on my phone,24.0,positive
stu_LTSJK02079,TST Respose 18,"My favorite ice cream flavors are chocolate, mint, and vanilla",24.0,positive
stu_EHXGF51692,TST Respose 12,I am a kid is a bit anxious,45.0,neutral
stu_EHXGF51692,TST Respose 12,I am a kid is a bit anxious,4.0,child
stu_KWMWG76590,TST Respose 1,i wish i had a gaming pc.,33.0,none
stu_KWMWG76590,TST Respose 1,i wish i had a gaming pc.,28.0,neutral
stu_HXXCS05602,TST Respose 4,i'm a women,2.0,girl
stu_IDHIE84911,TST Respose 7,am friendsy,44.0,positive
stu_OMSFY97090,TST Respose 3,im a students,14.0,neutral
stu_CTAZU65504,TST Respose 10,I am 5'1,35.0,neutral
stu_EHLZF06092,TST Respose 16,I love playing roblox,28.0,positive
stu_EHLZF06092,TST Respose 16,I love playing roblox,24.0,positive
stu_UYUIH18635,TST Respose 19,i love staying in bed,24.0,positive
stu_BDAZF88230,TST Respose 14,I am a person of color,21.0,21
stu_BDAZF88230,TST Respose 14,I am a person of color,6.0,ofcolor
stu_MIJEQ06664,TST Respose 1,I am a kid,4.0,child
stu_FQEST23326,TST Respose 20,i AM [FIRST NAME],5.0,none
stu_QPHPK12517,TST Respose 13,the best r6 player,28.0,positive
stu_GCHCS91000,TST Respose 11,i am a gamer,28.0,neutral
stu_JOVOI38701,TST Respose 19,I am someone who likes fries.,24.0,positive
stu_PFDTL78462,TST Respose 14,I like my family.,24.0,positive
stu_PFDTL78462,TST Respose 14,I like my family.,12.0,positive
stu_NXWSI70882,TST Respose 11,A person who sleeps early but somehow feels like they got no sleep,45.0,neutral
stu_XUDYN03051,TST Respose 20,I am afraid of getting robed,47.0,negative
stu_QFXDD68186,TST Respose 15,I like to be outside and play,24.0,positive
stu_UAFAK64772,TST Respose 9,smart,43.0,positive
stu_TFTDG28078,TST Respose 1,A softball player,29.0,neutral
stu_WCANG48942,TST Respose 19,I like mathia sometimes.,25.0,positive
stu_WCANG48942,TST Respose 19,I like mathia sometimes.,24.0,positive
stu_PXDPN73068,TST Respose 12,I have a laptop,32.0,none
stu_WEADW20158,TST Respose 14,watching youtube,47.0,neutral
stu_WEADW20158,TST Respose 14,watching youtube,27.0,neutral
stu_WAFQN21754,TST Respose 7,I am nice,44.0,positive
stu_CWQDV67579,TST Respose 20,I am fast runner,29.0,positive
stu_VSSOO37726,TST Respose 13,I like to talk lound,24.0,positive
stu_WPVZY01902,TST Respose 15,I like toys,24.0,positive
stu_JUQPD47363,TST Respose 8,I am good at math.,25.0,positive
stu_JUQPD47363,TST Respose 8,I am good at math.,24.0,positive
stu_CPBCK00658,TST Respose 16,I like boys that are Asian with curly hair,24.0,positive
stu_MXNSF14478,TST Respose 16,I'm a good runner,29.0,positive
stu_XXEBH66449,TST Respose 3,I am a person who doesn't like math,25.0,negative
stu_XXEBH66449,TST Respose 3,I am a person who doesn't like math,24.0,negative
stu_MMZHT88458,TST Respose 15,i like oreos:),24.0,positive
stu_JERPG96865,TST Respose 5,i like customizing things.,26.0,positive
stu_JERPG96865,TST Respose 5,i like customizing things.,24.0,positive
stu_VENGZ10475,TST Respose 2,A kind person,44.0,positive
stu_VENGZ10475,TST Respose 2,A kind person,21.0,none
stu_OQLOS45541,TST Respose 18,I'm a swimmer.,29.0,neutral
stu_MMNSJ38829,TST Respose 16,I like the color purple.,24.0,positive
stu_HEPWQ98561,TST Respose 8,i like dogs,24.0,positive
stu_GXIYC47970,TST Respose 15,i am good student,14.0,neutral
stu_CWQDV67579,TST Respose 12,i like book,24.0,positive
stu_KCDEU07486,TST Respose 18,I am a Christian,16.0,christian
stu_JOVOI38701,TST Respose 1,I am someone who likes playing basketball.,29.0,positive
stu_JOVOI38701,TST Respose 1,I am someone who likes playing basketball.,24.0,positive
stu_OFAWH83528,TST Respose 9,i like spicy chips,24.0,positive
stu_QZOUO83023,TST Respose 17,I don't like homework,25.0,negative
stu_QZOUO83023,TST Respose 17,I don't like homework,24.0,negative
stu_OFWAG94272,TST Respose 20,i like vr,27.0,positive
stu_OFWAG94272,TST Respose 20,i like vr,24.0,positive
stu_SOWGI28002,TST Respose 4,I am someone who likes vollyball,29.0,positive
stu_SOWGI28002,TST Respose 4,I am someone who likes vollyball,24.0,positive
stu_KGOWI06896,TST Respose 10,I'm kind,44.0,positive
stu_SULZI60933,TST Respose 12,i have fun in math,25.0,positive
stu_SULZI60933,TST Respose 12,i have fun in math,24.0,positive
stu_PYEUW09959,TST Respose 5,Im an honors student,43.0,positive
stu_PYEUW09959,TST Respose 5,Im an honors student,14.0,positive
stu_MXNSB23169,TST Respose 2,I am a musical person.,26.0,positive
stu_MXNSB23169,TST Respose 2,I am a musical person.,21.0,none
stu_CAGAM03126,TST Respose 10,I am a person who loves the beach.,24.0,positive
stu_CAGAM03126,TST Respose 10,I am a person who loves the beach.,21.0,none
stu_CAGAM03126,TST Respose 8,I am a person who likes sweets.,24.0,positive
stu_CAGAM03126,TST Respose 8,I am a person who likes sweets.,21.0,none
stu_QHOON52054,TST Respose 3,I am a boy,2.0,boy
stu_MXNSF14478,TST Respose 18,I'm in 6th grade,22.0,sixthgrader
stu_MXNSF14478,TST Respose 18,I'm in 6th grade,14.0,neutral
stu_OAZKI17777,TST Respose 19,[FIRST NAME],5.0,none
stu_YXBHV58732,TST Respose 8,I like gym,29.0,positive
stu_YXBHV58732,TST Respose 8,I like gym,24.0,positive
stu_HMQRZ27503,TST Respose 15,I am rude,44.0,negative
stu_TFTDG28078,TST Respose 14,a student athlete,29.0,neutral
stu_TFTDG28078,TST Respose 14,a student athlete,14.0,neutral
stu_PXDPN73068,TST Respose 13,I have a phone,32.0,none
stu_NWRRN03456,TST Respose 18,"I love sports including Basketball, Volleyball, and Soccer.",29.0,positive
stu_NWRRN03456,TST Respose 18,"I love sports including Basketball, Volleyball, and Soccer.",24.0,positive
stu_TYPZX10676,TST Respose 10,i like when they give trophy.,24.0,positive
stu_FHADA27602,TST Respose 19,im kinda tall/short cause im 5'3.,35.0,neutral
stu_SULZI60933,TST Respose 14,i like to sleep,31.0,positive
stu_SULZI60933,TST Respose 14,i like to sleep,24.0,positive
stu_EJIML93711,TST Respose 8,I like fashion,30.0,positive
stu_EJIML93711,TST Respose 8,I like fashion,24.0,positive
stu_KGOWI06896,TST Respose 17,I like to do arts and crafts,26.0,positive
stu_KGOWI06896,TST Respose 17,I like to do arts and crafts,24.0,positive
stu_GXMFA19655,TST Respose 9,i am fast,43.0,positive
stu_TFTDG28078,TST Respose 11,1/4 kids.,48.0,none
stu_SQLXP95993,TST Respose 17,My favorite thing to do is to do my hair,30.0,positive
stu_SQLXP95993,TST Respose 17,My favorite thing to do is to do my hair,24.0,positive
stu_VENGZ10475,TST Respose 16,youngest slibling,12.0,neutral
stu_FQEST23326,TST Respose 9,a daughter,12.0,neutral
stu_FQEST23326,TST Respose 9,a daughter,2.0,girl
stu_UYFTQ45542,TST Respose 16,i am a person who have high hopes,41.0,positive
stu_UYFTQ45542,TST Respose 16,i am a person who have high hopes,21.0,none
stu_UTXBZ05806,TST Respose 4,i am someone that likes video games,28.0,positive
stu_UTXBZ05806,TST Respose 4,i am someone that likes video games,21.0,none
stu_UTXBZ05806,TST Respose 4,i am someone that likes video games,24.0,positive
stu_SOWGI28002,TST Respose 7,I am someone who loves salmon,24.0,positive
stu_LTSJK02079,TST Respose 8,I like food,24.0,positive
stu_PSHZT50501,TST Respose 9,I am a basketball lover,29.0,positive
stu_PSHZT50501,TST Respose 9,I am a basketball lover,24.0,positive
stu_CAGAM03126,TST Respose 13,I am a person who likes Disney.,24.0,positive
stu_CAGAM03126,TST Respose 13,I am a person who likes Disney.,21.0,none
stu_HMQRZ27503,TST Respose 3,I m a future billionaire,33.0,none
stu_DHTXQ91573,TST Respose 15,I am a students from 6 grades,22.0,sixthgrader
stu_DHTXQ91573,TST Respose 15,I am a students from 6 grades,4.0,child
stu_DHTXQ91573,TST Respose 15,I am a students from 6 grades,14.0,neutral
stu_ROULI02103,TST Respose 15,i like to cook,31.0,positive
stu_ROULI02103,TST Respose 15,i like to cook,24.0,positive
stu_PSHPN85751,TST Respose 12,bye,48.0,none
stu_EHYTZ32137,TST Respose 3,I like to eat food,24.0,positive
stu_YXJEP22115,TST Respose 10,I am good with kids,44.0,positive
stu_CNIXS57234,TST Respose 12,I like food,24.0,positive
stu_ANQAT24428,TST Respose 17,i like to play outside,24.0,positive
stu_JERPG96865,TST Respose 13,i like nerf stuff,24.0,positive
stu_YNVPH88845,TST Respose 11,I love Young Sheldon,24.0,positive
stu_JOKOV89559,TST Respose 20,i am someone who loves shoes,24.0,positive
stu_YNVPH88845,TST Respose 15,I like to spooky Scary Sunday,27.0,positive
stu_YNVPH88845,TST Respose 15,I like to spooky Scary Sunday,24.0,positive
stu_CHVFQ54169,TST Respose 3,I love soccer.,29.0,positive
stu_CHVFQ54169,TST Respose 3,I love soccer.,24.0,positive
stu_VQFBG95862,TST Respose 11,i am a chess player,28.0,neutral
stu_IGWBR81023,TST Respose 11,my favorite song is recgonize by pnd,24.0,positive
stu_QQMSX84242,TST Respose 11,a manga reader,31.0,neutral
stu_GXMFA19655,TST Respose 6,i am short,35.0,neutral
stu_VKCWY07846,TST Respose 2,i ware glasses,35.0,neutral
stu_EJIML93711,TST Respose 13,I like makeup,30.0,positive
stu_EJIML93711,TST Respose 13,I like makeup,24.0,positive
stu_UAFAK64772,TST Respose 5,volleyball player,29.0,neutral
stu_HMQRZ27503,TST Respose 9,i am a boy,2.0,boy
stu_CPAQO78519,TST Respose 10,I am someone who is creative,43.0,positive
stu_WPVZY01902,TST Respose 13,I like playground,24.0,positive
stu_STIXI97047,TST Respose 3,I would like a really similar program like mathstream like using the coins.,25.0,positive
stu_STIXI97047,TST Respose 3,I would like a really similar program like mathstream like using the coins.,24.0,positive
stu_WZRKM29688,TST Respose 12,i like helluva boss,27.0,positive
stu_WZRKM29688,TST Respose 12,i like helluva boss,24.0,positive
stu_JERPG96865,TST Respose 16,i like soccor,29.0,positive
stu_JERPG96865,TST Respose 16,i like soccor,24.0,positive
stu_ZQMQQ26810,TST Respose 10,i have a sweet tooth,24.0,positive
stu_ECYEC76336,TST Respose 13,I am a leader,44.0,positive
stu_NMWSA27732,TST Respose 5,I'm the oldest,48.0,none
stu_SQLXP95993,TST Respose 14,I don't like reading,25.0,negative
stu_LTSJK02079,TST Respose 11,I like to sleep,31.0,positive
stu_LTSJK02079,TST Respose 11,I like to sleep,24.0,positive
stu_RDPGG44681,TST Respose 5,I love doing hair,30.0,positive
stu_RDPGG44681,TST Respose 5,I love doing hair,24.0,positive
stu_XCKNQ66212,TST Respose 12,i'm chill,45.0,positive
stu_LDUML32113,TST Respose 3,a leader,44.0,positive
stu_FTOYB42084,TST Respose 9,im respectful,44.0,positive
stu_KOIIB68446,TST Respose 18,im in 6th grade,22.0,sixthgrader
stu_KOIIB68446,TST Respose 18,im in 6th grade,14.0,neutral
stu_ERQCY81201,TST Respose 14,I am a girl who loves braids but hates getting her hair done.,30.0,positive
